20020101,7151620600,7.1516206
20020201,5653129700,5.6531297
20020301,5455813400,5.4558134
20020401,6191696062,6.191696062
20020501,6256248349,6.256248349
20020601,5827540500,5.8275405
20020701,6704791131,6.704791131
20020801,5697721199,5.697721199
20020901,6212243962,6.212243962
20021001,7216237555,7.216237555
20021101,6606834414,6.606834414
20021201,6602356513,6.602356513
20030101,6265777800,6.2657778
20030201,5802747598,5.802747598
20030301,5644568528,5.644568528
20030401,6435082051,6.435082051
20030501,820157747.4,6.344746214
20030601,6254410377,6.254410377
20030701,6755250806,6.755250806
20030801,6087917993,6.087917993
20030901,6610613630,6.61061363
20031001,6731509999,6.731509999
20031101,6531638966,6.531638966
20031201,5673428293,5.673428293
20040101,7078760248,7.078760248
20040201,5309075668,5.309075668
20040301,6967556000,6.967556
20040401,6987712859,6.987712859
20040501,2607830611,2.607830611
20040601,7183023087,7.183023087
20040701,7507965225,7.507965225
20040801,6991824900,6.9918249
20040901,6806137800,6.8061378
20041001,5961558954,5.961558954
20041101,6276298700,6.2762987
20041201,7110305768,7.110305768
20050101,6936359600,6.9363596
20050201,6479502020,6.47950202
20050301,6166035440,6.16603544
20050401,6159832008,6.159832008
20050501,6915766127,6.915766127
20050601,5771813890,5.77181389
20050701,6592964800,6.5929648
20050801,7092269368,7.092269368
20050901,6335030605,6.335030605
20051001,6569725901,6.569725901
20051101,6737153115,6.737153115
20051201,6968063000,6.968063
20060101,5755355330,5.75535533
20060201,6076535192,6.076535192
20060301,7137897652,7.137897652
20060401,6546893738,6.546893738
20060501,7063418315,7.063418315
20060601,6745869701,6.745869701
20060701,6047884020,6.04788402
20060801,7093777000,7.093777
20060901,6023324350,6.02332435
20061001,6897890900,6.8978909
20061101,6278348734,6.278348734
20061201,5535656314,5.535656314
20070101,6735162900,6.7351629
20070201,6478572200,6.4785722
20070301,6927725090,6.92772509
20070401,6392952775,6.392952775
20070501,7039301300,7.0393013
20070601,6227305210,6.22730521
20070701,7108065700,7.1080657
20070801,6152330578,6.152330578
20070901,6491827786,6.491827786
20071001,7795003668,7.795003668
20071101,6157657600,6.1576576
20071201,6243493300,6.2434933
20080101,11102463625,11.10246362
20080201,9060610632,9.060610632
20080301,9086838596,9.086838596
20080401,10369245530,10.36924553
20080501,9799190100,9.7991901
20080601,10027298109,10.02729811
20080701,11695436303,11.6954363
20080801,11931375600,11.9313756
20080901,11011427036,11.01142704
20081001,11137283265,11.13728326
20081101,9328361219,9.328361219
20081201,12823251140,12.82325114
20090101,11176583774,11.17658377
20090201,10263474410,10.26347441
20090301,10271419192,10.27141919
20090401,9889597791,9.889597791
20090501,10706724998,10.706725
20090601,9997522082,9.997522082
20090701,11732824100,11.7328241
20090801,11127164102,11.1271641
20090901,11690126950,11.69012695
20091001,9905802274,9.905802274
20091101,10286166363,10.28616636
20091201,9747772255,9.747772255
20100101,10667354336,10.66735434
20100201,10486124697,10.4861247
20100301,13330901433,13.33090143
20100401,20091678028,20.09167803
20100501,21630009680,21.63000968
20100601,16372785543,16.37278554
20100701,12445203531,12.44520353
20100801,18127076827,18.12707683
20100901,9905172276,9.905172276
20101001,18562629453,18.56262945
20101101,19097850450,19.09785045
20101201,10551501255,10.55150125
20130101,15981111346,15.98111135
20130201,15143207904,15.1432079
20130301,14031303936,14.03130394
20130401,14983963016,14.98396302
20130501,15093789657,15.09378966
20130601,15078221530,15.07822153
20130701,17858222115,17.85822212
20130801,15317833105,15.3178331
20130901,12623677105,12.62367711
20131001,16380955748,16.38095575
20131101,13630278049,13.63027805
20131201,13860768752,13.86076875
20140101,13226732707,13.22673271
20140201,12685223763,12.68522376
20140301,13762756842,13.76275684
20140401,15805644483,15.80564448
20140501,15401805438,15.40180544
20140601,12077575600,12.0775756
20140701,14868034783,14.86803478
20140801,14501364556,14.50136456
20140901,15394372394,15.39437239
20141001,15551910055,15.55191005
20141101,14621021389,14.62102139
20141201,15245623430,15.24562343
20150101,14155989780,14.15598978
20150201,14338871035,14.33887103
20150301,15663776036,15.66377604
20150401,13678889826,13.67888983
20150501,12605318362,12.60531836
20150601,14991459792,14.99145979
20150701,15079066127,15.07906613
20150801,15256874812,15.25687481
20150901,13705523235,13.70552323
20151001,16540872992,16.54087299
20151101,16636920362,16.63692036
20151201,14854898647,14.85489865
20160101,15227685563,15.22768556
20160201,15215291814,15.21529181
20160301,16605778211,16.60577821
20160401,14141728373,14.14172837
20160501,14339793946,14.33979395
20160601,13999654314,13.99965431
20160701,14920396882,14.92039688
20160801,14132032391,14.13203239
20160901,16751751071,16.75175107
20161001,16870589895,16.8705899
20161101,17580323515,17.58032352
20161201,16816027241,16.81602724
20170101,26036892585,26.03689259
20170201,24055560745,24.05556074
20170301,29345226035,29.34522604
20170401,27437114177,27.43711418
20170501,28914738788,28.91473879
20170601,28400811189,28.40081119
20170701,27970076673,27.97007667
20170801,27850312509,27.85031251
20170901,26915078628,26.91507863
20171001,29672265912,29.67226591
20171101,30389423227,30.38942323
20171201,28873971149,28.87397115
20180101,29186700801,29.1867008
20180201,23257443126,23.25744313
20180301,22572252950,22.57225295
20180401,25179348236,25.17934824
20180501,22414673963,22.41467396
20180601,24330277670,24.33027767
20180701,23904264453,23.90426445
20180801,27343629830,27.34362983
20180901,22615553212,22.61555321
20181001,33648879104,33.6488791
20181101,23983640421,23.98364042
20181201,23322583332,23.32258333
20190101,29688894327,29.68889433
20190201,24878159680,24.87815968
20190301,28196467050,28.19646705
20190401,25454489683,25.45448968
20190501,29046195006,29.04619501
20190601,26234473874,26.23447387
20190701,29714705981,29.71470598
20190801,26212239247,26.21223925
20190901,25025262294,25.02526229
20191001,29136439336,29.13643934
20191101,25587294527,25.58729453
20191201,27890640130,27.89064013
20200101,25792130130,25.79213013
20200201,25145212168,25.14521217
20200301,25473304076,25.47330408
20200401,23132144899,23.1321449
20200501,20390463620,20.39046362
20200601,19630397530,19.63039753
20200701,21553822612,21.55382261
20200801,22157926385,22.15792639
20200901,22485877105,22.48587711
20201001,23286629684,23.28662968
20201101,22834132256,22.83413226
20201201,21503055199,21.5030552
20210101,21002941760,21.00294176
20210201,20182026950,20.18202695
20210301,20909336180,20.90933618
20210401,21556053549,21.55605355
20210501,21004303098,21.0043031
20210601,22741956134,22.74195613
20210701,23769234304,23.7692343
20210801,22892463366,22.89246337
20210901,26142177127,26.14217713
20211001,22326770066,22.32677007
20211101,23031251311,23.03125131
20211201,24765018774,24.76501877
20220101,27146652617,27.14665262
20220201,24961404763,24.96140476
20220301,24525293721,24.52529372
20220401,26095697201,26.0956972
20220501,26774541132,26.77454113
20220601,28461236484,28.46123648
20220701,27486478763,27.48647876
20220801,27325327660,27.32532766
20220901,23835742390,23.83574239
20221001,22478707296,22.4787073
20221101,22280309007,22.28030901
20221201,24321302616,24.32130262
20230101,27914664185,27.91466418
20230201,22422551503,22.4225515
20230301,21687702268,21.68770227
20230401,23842949937,23.84294994
20230501,26542544203,26.5425442
20230601,26803770260,26.80377026
20230701,29711753085,29.71175309
20230801,27946728923,27.94672892
20230901,26860619097,26.8606191
20231001,28021785488,28.02178549
20231101,26292264311,26.29226431
20231201,27475234204,27.4752342
20240101,27021516004,27.021516
20240201,25659251533,25.65925153
20240301,25677083729,25.67708373
20240401,27950816217,27.95081622
20240501,28512128071,28.51212807
20240601,26639122345,26.63912235
20240701,26722193468,26.72219347
20240801,28233693688,28.23369369
20240901,25203781592,25.20378159
20241001,29408587093,29.40858709
20241101,27424934746,27.42493475
20241201,27856463851,27.85646385
20250101,22689449086,22.68944909
20250201,18945143100,18.9451431
20250301,21081360829,21.08136083
20250401,20016757457,20.01675746
20250501,20711127177,20.71112718
20250601,19374891471,19.37489147
20250701,21062901986,21.06290199
20250801,21946309668,21.94630967
20250901,21829851892,21.82985189
20251001,19364502846,19.36450285
20251101,20734618837,20.73461884
20251201,17855125588,17.85512559
